Timestamp Logare,Nume Fisier,Clasa (Label),Tip Sursa (Originalitate),Durata (sec),Sample Rate (Hz),Status
2026-01-18 16:31:34,rec_74.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.12,48000,Valid
2026-01-18 16:31:34,rec_75.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.03,48000,Valid
2026-01-18 16:31:34,rec_76.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.29,48000,Valid
2026-01-18 16:31:34,rec_77.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.37,48000,Valid
2026-01-18 16:31:34,rec_78.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_79.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.46,48000,Valid
2026-01-18 16:31:34,rec_80.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.12,48000,Valid
2026-01-18 16:31:34,rec_81.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.63,48000,Valid
2026-01-18 16:31:34,rec_82.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.63,48000,Valid
2026-01-18 16:31:34,rec_83.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.37,48000,Valid
2026-01-18 16:31:34,rec_84.wav,chitara,Contributie Proprie (Microfon + GarageBand),3.95,48000,Valid
2026-01-18 16:31:34,rec_85.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.63,48000,Valid
2026-01-18 16:31:34,rec_86.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.46,48000,Valid
2026-01-18 16:31:34,rec_87.wav,chitara,Contributie Proprie (Microfon + GarageBand),4.46,48000,Valid
2026-01-18 16:31:34,1.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,10.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,11.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,12.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,13.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,14.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,15.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,16.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,17.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,18.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,19.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,2.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,20.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,21.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,22.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,23.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,24.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,25.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,26.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,27.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,28.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,29.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,3.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,30.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,31.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,32.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,33.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,34.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,35.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,36.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,37.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,38.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,39.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,4.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,40.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,5.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,6.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,7.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,8.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,9.wav,pian,Contributie Proprie (Microfon + GarageBand),3.00,44100,Valid
2026-01-18 16:31:34,rec_1.wav,pian,Contributie Proprie (Microfon + GarageBand),5.14,48000,Valid
2026-01-18 16:31:34,rec_10.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_11.wav,pian,Contributie Proprie (Microfon + GarageBand),4.71,48000,Valid
2026-01-18 16:31:34,rec_12.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_13.wav,pian,Contributie Proprie (Microfon + GarageBand),4.46,48000,Valid
2026-01-18 16:31:34,rec_14.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_15.wav,pian,Contributie Proprie (Microfon + GarageBand),4.63,48000,Valid
2026-01-18 16:31:34,rec_16.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_17.wav,pian,Contributie Proprie (Microfon + GarageBand),4.71,48000,Valid
2026-01-18 16:31:34,rec_18.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_19.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_2.wav,pian,Contributie Proprie (Microfon + GarageBand),4.97,48000,Valid
2026-01-18 16:31:34,rec_20.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_21.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_22.wav,pian,Contributie Proprie (Microfon + GarageBand),4.97,48000,Valid
2026-01-18 16:31:34,rec_23.wav,pian,Contributie Proprie (Microfon + GarageBand),3.95,48000,Valid
2026-01-18 16:31:34,rec_24.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_25.wav,pian,Contributie Proprie (Microfon + GarageBand),5.48,48000,Valid
2026-01-18 16:31:34,rec_26.wav,pian,Contributie Proprie (Microfon + GarageBand),5.14,48000,Valid
2026-01-18 16:31:34,rec_27.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_28.wav,pian,Contributie Proprie (Microfon + GarageBand),4.54,48000,Valid
2026-01-18 16:31:34,rec_29.wav,pian,Contributie Proprie (Microfon + GarageBand),4.12,48000,Valid
2026-01-18 16:31:34,rec_3.wav,pian,Contributie Proprie (Microfon + GarageBand),4.71,48000,Valid
2026-01-18 16:31:34,rec_30.wav,pian,Contributie Proprie (Microfon + GarageBand),5.14,48000,Valid
2026-01-18 16:31:34,rec_31.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_32.wav,pian,Contributie Proprie (Microfon + GarageBand),6.51,48000,Valid
2026-01-18 16:31:34,rec_33.wav,pian,Contributie Proprie (Microfon + GarageBand),5.31,48000,Valid
2026-01-18 16:31:34,rec_34.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_35.wav,pian,Contributie Proprie (Microfon + GarageBand),4.54,48000,Valid
2026-01-18 16:31:34,rec_36.wav,pian,Contributie Proprie (Microfon + GarageBand),4.63,48000,Valid
2026-01-18 16:31:34,rec_37.wav,pian,Contributie Proprie (Microfon + GarageBand),4.12,48000,Valid
2026-01-18 16:31:34,rec_38.wav,pian,Contributie Proprie (Microfon + GarageBand),5.40,48000,Valid
2026-01-18 16:31:34,rec_39.wav,pian,Contributie Proprie (Microfon + GarageBand),7.44,48000,Valid
2026-01-18 16:31:34,rec_4.wav,pian,Contributie Proprie (Microfon + GarageBand),5.31,48000,Valid
2026-01-18 16:31:34,rec_40.wav,pian,Contributie Proprie (Microfon + GarageBand),5.31,48000,Valid
2026-01-18 16:31:34,rec_5.wav,pian,Contributie Proprie (Microfon + GarageBand),5.31,48000,Valid
2026-01-18 16:31:34,rec_6.wav,pian,Contributie Proprie (Microfon + GarageBand),4.88,48000,Valid
2026-01-18 16:31:34,rec_7.wav,pian,Contributie Proprie (Microfon + GarageBand),4.80,48000,Valid
2026-01-18 16:31:34,rec_8.wav,pian,Contributie Proprie (Microfon + GarageBand),5.14,48000,Valid
2026-01-18 16:31:34,rec_9.wav,pian,Contributie Proprie (Microfon + GarageBand),5.05,48000,Valid
2026-01-18 16:31:34,520.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,521.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,522.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,523.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,524.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,525.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,526.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,527.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,528.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,529.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,530.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,531.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,532.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,533.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,534.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,535.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,536.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,537.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,538.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,539.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,540.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,541.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,542.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,543.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,544.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,545.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,546.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,547.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,548.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,549.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,550.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,551.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,552.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,553.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,554.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,555.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,556.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,557.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,558.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,559.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_1.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_10.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_11.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_12.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_13.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_14.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_15.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_16.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_17.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_18.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_19.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_2.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_20.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_3.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_4.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_5.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_6.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_7.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_8.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,Drumset_9.wav,tobe,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:34,WaveDrum02_39KD (16).wav,tobe,Sursa Externa (Kaggle/Dataset Public),16.36,44100,Valid
2026-01-18 16:31:34,WaveDrum02_39KD (19).wav,tobe,Sursa Externa (Kaggle/Dataset Public),15.62,44100,Valid
2026-01-18 16:31:34,WaveDrum02_39KD (22).wav,tobe,Sursa Externa (Kaggle/Dataset Public),15.60,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (25).wav,tobe,Sursa Externa (Kaggle/Dataset Public),5.65,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (28).wav,tobe,Sursa Externa (Kaggle/Dataset Public),12.00,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (31).wav,tobe,Sursa Externa (Kaggle/Dataset Public),4.57,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (32).wav,tobe,Sursa Externa (Kaggle/Dataset Public),13.39,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (4).wav,tobe,Sursa Externa (Kaggle/Dataset Public),13.65,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (60).wav,tobe,Sursa Externa (Kaggle/Dataset Public),14.87,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (68).wav,tobe,Sursa Externa (Kaggle/Dataset Public),20.08,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (80).wav,tobe,Sursa Externa (Kaggle/Dataset Public),12.92,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (83).wav,tobe,Sursa Externa (Kaggle/Dataset Public),14.87,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (84).wav,tobe,Sursa Externa (Kaggle/Dataset Public),16.36,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (86).wav,tobe,Sursa Externa (Kaggle/Dataset Public),12.92,44100,Valid
2026-01-18 16:31:35,WaveDrum02_39KD (88).wav,tobe,Sursa Externa (Kaggle/Dataset Public),18.83,44100,Valid
2026-01-18 16:31:35,WaveDrum02_43HH (106).wav,tobe,Sursa Externa (Kaggle/Dataset Public),16.35,44100,Valid
2026-01-18 16:31:35,WaveDrum02_43HH (115).wav,tobe,Sursa Externa (Kaggle/Dataset Public),17.09,44100,Valid
2026-01-18 16:31:35,WaveDrum02_43HH (12).wav,tobe,Sursa Externa (Kaggle/Dataset Public),15.36,44100,Valid
2026-01-18 16:31:35,WaveDrum02_43HH (123).wav,tobe,Sursa Externa (Kaggle/Dataset Public),5.05,44100,Valid
2026-01-18 16:31:35,WaveDrum02_43HH (127).wav,tobe,Sursa Externa (Kaggle/Dataset Public),8.00,44100,Valid
2026-01-18 16:31:35,18.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,19.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,2.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,20.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,364.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,365.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,366.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,367.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,370.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
2026-01-18 16:31:35,371.wav,vioara,Sursa Externa (Kaggle/Dataset Public),3.00,22050,Valid
